time_ns,acorr
0.0,1.0000000000000002
0.01,0.9316280778280507
0.02,0.9163538895019732
0.03,0.9040805398861892
0.04,0.8968270361944581
0.05,0.8905204995557409
0.06,0.8845201385137358
0.07,0.878223132325432
0.08,0.8752115013725292
0.09,0.8744167680913958
0.1,0.8683645647509972
0.11,0.8673503795846604
0.12,0.8673259409007089
0.13,0.8629803377449139
0.14,0.8602012731452673
0.15,0.8591635975707046
0.16,0.8557813322736026
0.17,0.8558259306417216
0.18,0.8583215510321669
0.19,0.8551977446945825
0.2,0.8561703350965116
0.21,0.8563480918933716
0.22,0.8553917177834273
0.23,0.8512637282029221
0.24,0.8498114424184864
0.25,0.8504503962501831
0.26,0.8495040173630364
0.27,0.8464907860642222
0.28,0.8421102785444776
0.29,0.8438494934967092
0.3,0.8399182987411853
0.31,0.8372354129389528
0.32,0.8377702739582603
0.33,0.838325794140833
0.34,0.8398560763141165
0.35000000000000003,0.8417316548155495
0.36,0.8393460673228512
0.37,0.8382727461677905
0.38,0.838857629631547
0.39,0.8395990210767392
0.4,0.8415405164324841
0.41000000000000003,0.8418633863237038
0.42,0.8432610277658665
0.43,0.844032267560904
0.44,0.8477344761006216
0.45,0.847828967476893
0.46,0.8448551859979357
0.47000000000000003,0.8430067947224115
0.48,0.8418745677512441
0.49,0.839639373698204
0.5,0.8401844395335719
0.51,0.842572003614557
0.52,0.8441737293386687
0.53,0.8435236964103108
0.54,0.8466598230430448
0.55,0.8484156788875901
0.56,0.8478445005567323
0.5700000000000001,0.8457899896391169
0.58,0.8417512599048248
0.59,0.8425850433893053
0.6,0.8417552616319603
0.61,0.8403247261063275
0.62,0.8362614652604469
0.63,0.8370327537694574
0.64,0.8405891870193818
0.65,0.8393788054016486
0.66,0.8405071021829328
0.67,0.8396487532987366
0.68,0.8397861172391957
0.6900000000000001,0.8397098807364335
0.7000000000000001,0.8398368744640657
0.71,0.8386352560057008
0.72,0.8352308771679476
0.73,0.8331363859628946
0.74,0.828044583833213
0.75,0.8305813488431104
0.76,0.8306846411187149
0.77,0.8329450036725289
0.78,0.8291108409866194
0.79,0.8310149310333187
0.8,0.8323143222263908
0.81,0.8326387527492372
0.8200000000000001,0.8345408523709403
0.8300000000000001,0.8335341184296053
0.84,0.8278889186560753
0.85,0.8283167591618238
0.86,0.8233923836114988
0.87,0.8276013763291793
0.88,0.8288780557226174
0.89,0.8300932390688542
0.9,0.8316703456661183
0.91,0.8340959362406801
0.92,0.8382820156689973
0.93,0.8374393405582332
0.9400000000000001,0.8379303124769066
0.9500000000000001,0.8377447792217428
0.96,0.8386339106735419
0.97,0.8377841474435695
0.98,0.8360585771568186
0.99,0.8347596161788462
1.0,0.8345751871919035
1.01,0.8322235789780502
1.02,0.8331827680420097
1.03,0.8327871393580691
1.04,0.8327417110526341
1.05,0.833322775328759
1.06,0.8367641505209975
1.07,0.8331623922294709
1.08,0.8353417594115335
1.09,0.8304984773732316
1.1,0.832239839080417
1.11,0.8323424084465787
1.12,0.8316700078380737
1.1300000000000001,0.8304008044516985
1.1400000000000001,0.8289124478817014
1.1500000000000001,0.8277388711662098
1.16,0.82389300688352
1.17,0.8238586573862303
1.18,0.8215862386464394
1.19,0.8230663168948085
1.2,0.8216193486446164
1.21,0.8226670154323413
1.22,0.8213103538460197
1.23,0.82329569003226
1.24,0.8241559137169352
1.25,0.8280413740989042
1.26,0.824915784737212
1.27,0.8235211219113016
1.28,0.829184622422292
1.29,0.829869466639864
1.3,0.8293622484381374
1.31,0.8354336926522757
1.32,0.8379985617453699
1.33,0.8401799868019801
1.34,0.8395015577546404
