time_ns,acorr
0.0,1.0
0.01,0.8093259462885916
0.02,0.7347642740671613
0.03,0.6907714236251843
0.04,0.6542575272242049
0.05,0.6343132526406496
0.06,0.6161061723392567
0.07,0.6100287216302065
0.08,0.5870874613335354
0.09,0.57148324832163
0.1,0.5692047841569762
0.11,0.5579500497164597
0.12,0.5561922145129425
0.13,0.5507023016216135
0.14,0.5436924840636814
0.15,0.5384421470555499
0.16,0.5316575730161089
0.17,0.5212955192299764
0.18,0.5176507962305389
0.19,0.5238454726654392
0.2,0.5356357837319814
0.21,0.529712163283241
0.22,0.5280710372172269
0.23,0.5188115616291484
0.24,0.5215273999187261
0.25,0.5250613440899027
0.26,0.5215077648400761
0.27,0.5231099403724153
0.28,0.5168899939922168
0.29,0.5190204543488279
0.3,0.5151024028258038
0.31,0.5079001037673139
0.32,0.5090928499496483
0.33,0.5012422251945086
0.34,0.4952938442264146
0.35000000000000003,0.49086123750827426
0.36,0.48410695692360306
0.37,0.4853829097500963
0.38,0.4843511230627994
0.39,0.48042303874512376
0.4,0.47930698619545725
0.41000000000000003,0.4655912971397912
0.42,0.4613276099428679
0.43,0.46462235246921707
0.44,0.45827376405824743
0.45,0.45813548789328945
0.46,0.4574901996300335
0.47000000000000003,0.4523252095674208
0.48,0.44859811225643337
0.49,0.44297845912645584
0.5,0.44077449182404915
0.51,0.43127108105826745
0.52,0.428257443427813
0.53,0.4299821727275373
0.54,0.43268191479666435
0.55,0.4305750534274387
0.56,0.4309718720215047
0.5700000000000001,0.43411232613688255
0.58,0.434675197081816
0.59,0.4301584320960793
0.6,0.43183988051901867
0.61,0.4379500439966259
0.62,0.4401790688418215
0.63,0.452787363117281
0.64,0.4517947279222805
0.65,0.4482840882280372
0.66,0.4493468473624527
0.67,0.44460923317517803
0.68,0.43971484078904477
0.6900000000000001,0.44123258069420596
0.7000000000000001,0.4389484349212213
0.71,0.4333756738115679
0.72,0.42988564532264273
0.73,0.4315884196354742
0.74,0.43375122092180457
0.75,0.44220646778565176
0.76,0.43793149834773215
0.77,0.4463092290081372
0.78,0.4481195219489662
0.79,0.4554579494237244
0.8,0.45333271914139506
0.81,0.4508290628265218
0.8200000000000001,0.45578106384121686
0.8300000000000001,0.4507994260244581
0.84,0.44791002795202445
0.85,0.4556335015167213
0.86,0.45492374465090984
0.87,0.44999286936229665
0.88,0.44600893097647276
0.89,0.4553345878821752
0.9,0.4434565979780287
0.91,0.4396526558371541
0.92,0.4363152463204314
0.93,0.4301802402580494
0.9400000000000001,0.4357712961263205
0.9500000000000001,0.4345113913016606
0.96,0.4356150973580282
0.97,0.4397437308678503
0.98,0.43770864038870894
0.99,0.4323420249653366
1.0,0.4340106303167525
1.01,0.43756388239081456
1.02,0.4464010075406727
1.03,0.4448886453341014
1.04,0.44362102449235247
1.05,0.44455603240501235
1.06,0.4414027965968108
1.07,0.44108493419492983
1.08,0.44904789542288337
1.09,0.449693473472928
1.1,0.44194387560140536
1.11,0.4473174600519472
1.12,0.45314171214884025
1.1300000000000001,0.45372922500756335
1.1400000000000001,0.4576428690399054
1.1500000000000001,0.4534522332931515
1.16,0.45244078121143005
1.17,0.4469313585048571
1.18,0.43873215353180056
1.19,0.4451124938165562
1.2,0.4448916786282004
1.21,0.4394294202959786
1.22,0.4416906919474125
1.23,0.43389130390116337
1.24,0.43136760677269576
1.25,0.43042220592274777
1.26,0.4327428337028743
1.27,0.4445332300299391
1.28,0.4449714780490133
1.29,0.4515881908098118
1.3,0.44889477904527286
1.31,0.453390062578338
1.32,0.44946905023042405
1.33,0.4455888734060634
1.34,0.45124284606261517
1.35,0.44970909384981
1.36,0.4399041581342702
1.37,0.4327032152908764
1.3800000000000001,0.4278769399771499
1.3900000000000001,0.42322841907655206
1.4000000000000001,0.4307432738023962
1.41,0.4346291197571296
1.42,0.445539266347153
1.43,0.44465622460710996
1.44,0.4453313371184265
1.45,0.4469957329379083
1.46,0.44895982436752163
1.47,0.44022557082324637
1.48,0.4337153192014576
1.49,0.42796936930696033
1.5,0.42518860223426064
1.51,0.42656012564838425
1.52,0.42899033455003294
1.53,0.4216401900645178
1.54,0.42377463791567266
1.55,0.42408234940161504
1.56,0.4278639073049948
1.57,0.42705089133059165
1.58,0.42952422233355025
1.59,0.4374114144553122
1.6,0.42638421551900774
1.61,0.42933346485375984
1.62,0.43440842179084144
1.6300000000000001,0.43610173617040504
1.6400000000000001,0.43857721189269333
1.6500000000000001,0.43690717525942796
1.6600000000000001,0.4341995234427384
1.67,0.42461195152032294
1.68,0.41303577571309835
1.69,0.41263211594056176
1.7,0.41117967378487935
1.71,0.413420182619742
1.72,0.4124423314242389
1.73,0.4069735850766713
1.74,0.4135111424488997
1.75,0.41192419583419365
1.76,0.41130960759534113
1.77,0.4153617312052673
1.78,0.4098060547538738
1.79,0.4195277770280039
1.8,0.41930244938574324
1.81,0.41812778276266
1.82,0.4195690316636235
1.83,0.4215518726018401
1.84,0.42554753650199734
1.85,0.4254169755010549
1.86,0.4276351207290259
1.87,0.42407965164389144
1.8800000000000001,0.41789680550006586
1.8900000000000001,0.4045642787655218
1.9000000000000001,0.4111348788759569
1.9100000000000001,0.41849253697408895
1.92,0.412537629359311
1.93,0.40972393089665243
1.94,0.4140531638713714
1.95,0.41616245863907125
1.96,0.4135595747684774
1.97,0.41326936600576986
1.98,0.4271735601802402
1.99,0.4311857739070333
2.0,0.41681827981759106
2.0100000000000002,0.4128571103207086
2.02,0.4234514532868823
2.0300000000000002,0.42522998325197364
2.04,0.42545060202343443
2.05,0.43676899288787896
2.06,0.4470611598407255
2.07,0.44141598964177214
2.08,0.4413698229416198
2.09,0.44204979286406676
2.1,0.43870673837138385
2.11,0.4379095390875777
2.12,0.43009287037690613
2.13,0.4342733423329025
2.14,0.4332280962332733
2.15,0.4269375412239631
2.16,0.42864300114038256
2.17,0.42298805595118133
2.18,0.41680695565431664
2.19,0.4229722975927431
2.2,0.4213036444084444
2.21,0.4163373430659274
2.22,0.4319832510063214
2.23,0.44021385268287866
2.24,0.4291930424634726
2.25,0.4402676102718502
