time_ns,acorr
0.0,1.0
0.01,0.9304963291208003
0.02,0.9019302785130585
0.03,0.8833422354948643
0.04,0.862535003787865
0.05,0.8492425842340315
0.06,0.8373158125319199
0.07,0.8287261736333419
0.08,0.8205601503927247
0.09,0.8119285684340772
0.1,0.8067289293850326
0.11,0.7993757783164477
0.12,0.7933806642170381
0.13,0.7809472973872627
0.14,0.7763260091783611
0.15,0.770011719443852
0.16,0.7627478899067596
0.17,0.7560901383592953
0.18,0.7495099771207249
0.19,0.7459305520977119
0.2,0.7428029699359281
0.21,0.7388510380406729
0.22,0.7365945913267029
0.23,0.7367070928221139
0.24,0.7345160308914634
0.25,0.7295309096666686
0.26,0.7277010630461336
0.27,0.7232232972978873
0.28,0.7201724444299676
0.29,0.7187178548529232
0.3,0.7163669830064288
0.31,0.7153675202674622
0.32,0.7147415086070239
0.33,0.7158142675238801
0.34,0.7104816472451243
0.35000000000000003,0.7082752036857461
0.36,0.7092341535835364
0.37,0.7069707583948645
0.38,0.7056317076380256
0.39,0.7044380833477024
0.4,0.7024857365517029
0.41000000000000003,0.6983855473466817
0.42,0.6947939794388445
0.43,0.6929420049993711
0.44,0.6889276216466845
0.45,0.6870735478040153
0.46,0.6859996932498074
0.47000000000000003,0.687881997155639
0.48,0.6896611012621614
0.49,0.6903369706333393
0.5,0.6905662284144195
0.51,0.6900591453706993
0.52,0.6838529973777502
0.53,0.6804085009060555
0.54,0.6772471739625847
0.55,0.6730953506593227
0.56,0.6728624794788096
0.5700000000000001,0.6705363336879446
0.58,0.667687694920293
0.59,0.6658058813254878
0.6,0.6622943551328643
0.61,0.6602039452500463
0.62,0.6571140825766612
0.63,0.6559814806155854
0.64,0.6515927772210985
0.65,0.6513944490415171
0.66,0.6496704979509594
0.67,0.6517277561729384
0.68,0.6495210183106425
0.6900000000000001,0.646923968792788
0.7000000000000001,0.649555934494315
0.71,0.6516083953817756
0.72,0.6506265842289394
0.73,0.6532542251302155
0.74,0.6554553490469448
0.75,0.6575588930537213
0.76,0.6584961181248501
0.77,0.6662817108290122
0.78,0.6656063731110986
0.79,0.6640789828791036
0.8,0.6629188423098054
0.81,0.6652249932519022
0.8200000000000001,0.666141796098276
0.8300000000000001,0.6665989995664504
0.84,0.6672942054606883
0.85,0.671545178080885
0.86,0.6758086066713367
0.87,0.6767861324269389
0.88,0.6755682123763272
0.89,0.6740880193428589
0.9,0.6698265288034748
0.91,0.670260530119523
0.92,0.6698544602124522
0.93,0.6693702611809762
0.9400000000000001,0.6727515365624562
0.9500000000000001,0.6704921104488994
0.96,0.6706082872769247
0.97,0.6691588679713345
0.98,0.6674131465784727
0.99,0.6676815043091623
1.0,0.6681777796110729
1.01,0.6712757780746633
1.02,0.6744491258558573
1.03,0.6719249288480539
1.04,0.6709428595110989
1.05,0.6702269261557245
1.06,0.6664849501386922
1.07,0.6654013033557545
1.08,0.6614637743817966
1.09,0.6576007211945566
1.1,0.6577620926285064
1.11,0.655784494167452
1.12,0.6551342915335535
1.1300000000000001,0.652333935581508
1.1400000000000001,0.6488850923117531
1.1500000000000001,0.6475115817959645
1.16,0.6427838864664173
